dataset,model,attack,n_test,n_classes,attack_binary,neighborhood_size_mean,neighborhood_size_q0,neighborhood_size_q25,neighborhood_size_q50,neighborhood_size_q75,neighborhood_size_q1,neighborhood_size_minmax,uncertainty_mean,uncertainty_q0,uncertainty_q25,uncertainty_q50,uncertainty_q75,uncertainty_q1,uncertainty_minmax,target_approx_consistency_in_neighborhood_mean,target_approx_consistency_in_neighborhood_q0,target_approx_consistency_in_neighborhood_q25,target_approx_consistency_in_neighborhood_q50,target_approx_consistency_in_neighborhood_q75,target_approx_consistency_in_neighborhood_q1,target_approx_consistency_in_neighborhood_minmax,pred_targets_consistency_in_neighborhood_mean,pred_targets_consistency_in_neighborhood_q0,pred_targets_consistency_in_neighborhood_q25,pred_targets_consistency_in_neighborhood_q50,pred_targets_consistency_in_neighborhood_q75,pred_targets_consistency_in_neighborhood_q1,pred_targets_consistency_in_neighborhood_minmax,target_targets_consistency_in_neighborhood_mean,target_targets_consistency_in_neighborhood_q0,target_targets_consistency_in_neighborhood_q25,target_targets_consistency_in_neighborhood_q50,target_targets_consistency_in_neighborhood_q75,target_targets_consistency_in_neighborhood_q1,target_targets_consistency_in_neighborhood_minmax,targets_and_approxs_consistency_in_neighborhood_mean,targets_and_approxs_consistency_in_neighborhood_q0,targets_and_approxs_consistency_in_neighborhood_q25,targets_and_approxs_consistency_in_neighborhood_q50,targets_and_approxs_consistency_in_neighborhood_q75,targets_and_approxs_consistency_in_neighborhood_q1,targets_and_approxs_consistency_in_neighborhood_minmax,target_diversity_in_neighborhood_mean,target_diversity_in_neighborhood_q0,target_diversity_in_neighborhood_q25,target_diversity_in_neighborhood_q50,target_diversity_in_neighborhood_q75,target_diversity_in_neighborhood_q1,target_diversity_in_neighborhood_minmax,approx_diversity_in_neighborhood_mean,approx_diversity_in_neighborhood_q0,approx_diversity_in_neighborhood_q25,approx_diversity_in_neighborhood_q50,approx_diversity_in_neighborhood_q75,approx_diversity_in_neighborhood_q1,approx_diversity_in_neighborhood_minmax,bacc_test_mean,bacc_test_q0,bacc_test_q25,bacc_test_q50,bacc_test_q75,bacc_test_q1,bacc_test_minmax
wilt,xgb,zoo,968,2,1,9.890495867768594,1.0,2.0,7.0,15.0,32.0,31.0,0.046614588521755415,4.1305800264640665e-11,1.4329868981261485e-08,4.090148558573776e-06,0.001376028277201725,0.99962294044412,0.9996229404028142,0.8454964019531875,0.0,0.8,1.0,1.0,1.0,1.0,0.2383607615171799,0.0,0.0,0.0714285714285714,0.3333333333333333,1.0,1.0,0.8336102426852292,0.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.9724676601145855,0.0,1.0,1.0,1.0,1.0,1.0,0.2992071792328484,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.6500224216483541,1.0,0.999999999958694,0.26777119739600314,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.5435644431995964,1.0,0.999999999958694,0.0394304490690032,0.0394304490690032,0.0394304490690032,0.0394304490690032,0.0394304490690032,0.0394304490690032,0.0
banknote,nn,bim,275,2,1,8.796363636363637,1.0,1.0,5.0,14.0,32.0,31.0,0.0017398331978655016,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,4.193515381317106e-10,0.3808226311413171,0.3808226311000113,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,0.9512124135682823,0.0,1.0,1.0,1.0,1.0,1.0,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banknote,nn,fgm,275,2,1,7.530909090909091,1.0,1.0,5.0,12.0,30.0,29.0,0.0012883129886998097,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,4.618033275506453e-10,0.2478158208898603,0.2478158208485545,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,0.9512124135682823,0.0,1.0,1.0,1.0,1.0,1.0,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banknote,nn,org,275,2,0,25.487272727272728,1.0,19.0,32.0,32.0,32.0,31.0,0.007892391076206373,4.130580026464068e-11,2.3363102733243644e-08,4.0749066131706033e-07,4.289350812229059e-05,0.5204205762991496,0.5204205762578438,0.9433144065708317,0.375,0.9375,1.0,1.0,1.0,0.625,0.9433144065708317,0.375,0.9375,1.0,1.0,1.0,0.625,0.9433144065708317,0.375,0.9375,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18229329612589049,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3372900666170139,1.0,0.999999999958694,0.18229329612589049,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.3372900666170139,1.0,0.999999999958694,1.0,1.0,1.0,1.0,1.0,1.0,0.0
banknote,nn,pgd,275,2,1,7.530909090909091,1.0,1.0,5.0,12.0,30.0,29.0,0.0005132639503243525,4.130580026464068e-11,4.130580026464068e-11,4.130580026464068e-11,5.28810240559137e-11,0.0905798670160406,0.09057986697473479,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,0.9512124135682823,0.0,1.0,1.0,1.0,1.0,1.0,0.0487875864317176,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.06309302842871264,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.998363672593813,0.998363672552507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diabetes,nn,bim,154,2,1,9.96103896103896,1.0,3.0,7.0,16.0,32.0,31.0,0.34399976325703097,0.0024006044363136,0.0758199077793304,0.33050248086961564,0.5447010547468051,0.9999946593297876,0.997594054893474,0.5252299620212348,0.0,0.20555555555555555,0.5590277777777778,0.8250000000000001,1.0,1.0,0.6383980554504788,0.0,0.5,0.6363636363636364,0.8671875,1.0,1.0,0.5255475479884647,0.0,0.3333333333333333,0.5,0.7424999999999999,1.0,1.0,0.7084017316573011,0.0,0.5714285714285714,0.7142857142857143,1.0,1.0,1.0,0.6304140218878486,4.1305960435927445e-11,4.1305960435927445e-11,0.8601345029975014,0.9852281360342516,1.0,0.999999999958694,0.5256842228400921,4.1305960435927445e-11,4.1305960435927445e-11,0.7219280948873623,0.954434002924965,1.0,0.999999999958694,0.2781481481481481,0.2781481481481481,0.2781481481481481,0.2781481481481481,0.2781481481481481,0.2781481481481481,0.0
diabetes,nn,fgm,154,2,1,8.11038961038961,1.0,1.0,5.0,12.0,32.0,31.0,0.3870757708351193,0.0005187217130206,0.13361367965102042,0.3287497957512705,0.5932731744648474,0.998991776402436,0.9984730546894154,0.5226266668747253,0.0,0.0,0.5486111111111112,1.0,1.0,1.0,0.6843626417675264,0.0,0.5,0.7142857142857143,1.0,1.0,1.0,0.4720049975885376,0.0,0.2,0.45227272727272727,0.7395833333333334,1.0,1.0,0.6849079390044105,0.0,0.5,0.7,1.0,1.0,1.0,0.5353527892293813,4.1305960435927445e-11,4.1305960435927445e-11,0.7399032787128789,0.9595359542733982,1.0,0.999999999958694,0.40104184510633417,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.879463436454859,1.0,0.999999999958694,0.3201851851851852,0.3201851851851852,0.3201851851851852,0.3201851851851852,0.3201851851851852,0.3201851851851852,0.0
diabetes,nn,org,154,2,0,23.51948051948052,1.0,14.0,31.5,32.0,32.0,31.0,0.5201870235827267,0.0002297424487973,0.1296046706755347,0.5653219079175429,0.896362104565724,0.9996733128874544,0.9994435704386572,0.6935591319997505,0.0,0.4511363636363636,0.80625,1.0,1.0,1.0,0.7023939908555861,0.0,0.5647321428571428,0.71875,0.875,1.0,1.0,0.6651322256576039,0.09375,0.5046296296296297,0.7165178571428572,0.875,1.0,0.90625,0.7564016364933656,0.0,0.65625,0.7619047619047619,0.875,1.0,1.0,0.7411894884266901,4.1305960435927445e-11,0.5435644431995964,0.8283145305407846,0.9692326370430588,1.0,0.999999999958694,0.4731877063593995,4.1305960435927445e-11,4.1305960435927445e-11,0.5330619088682687,0.8571484374283717,1.0,0.999999999958694,0.6757407407407408,0.6757407407407408,0.6757407407407408,0.6757407407407408,0.6757407407407408,0.6757407407407408,0.0
diabetes,nn,pgd,154,2,1,11.62987012987013,1.0,4.0,8.0,17.0,32.0,31.0,0.3099581967368738,0.0086791873242586,0.08193150706367885,0.22862000026215934,0.4589580384847927,0.9987928029770122,0.9901136156527536,0.5477883434919145,0.0,0.25,0.6,0.857489224137931,1.0,1.0,0.608361692585963,0.0,0.40156250000000004,0.6125,0.8,1.0,1.0,0.5665563037501006,0.0,0.3664772727272727,0.5741758241758241,0.75,1.0,1.0,0.6842491775357851,0.0,0.5339285714285714,0.7,0.9068181818181819,1.0,1.0,0.6868904770746745,4.1305960435927445e-11,0.5032583347756457,0.8839158960263913,0.9709505944546688,1.0,0.999999999958694,0.5245946341921783,4.1305960435927445e-11,4.1305960435927445e-11,0.709070177506254,0.9182958340544894,1.0,0.999999999958694,0.3372222222222222,0.3372222222222222,0.3372222222222222,0.3372222222222222,0.3372222222222222,0.3372222222222222,0.0
wilt,nn,bim,968,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.018626395371268187,4.130580026464068e-11,0.0196563909190266,0.0196563909190266,0.0196563909190266,0.0644094172080871,0.0644094171667813,0.7407024793388429,0.0,0.0,1.0,1.0,1.0,1.0,0.2665289256198347,0.0,0.0,0.0,1.0,1.0,1.0,0.7355371900826446,0.0,0.0,1.0,1.0,1.0,1.0,0.9927685950413223,0.0,1.0,1.0,1.0,1.0,1.0,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.0,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.0,0.0856516976998904,0.0856516976998904,0.0856516976998904,0.0856516976998904,0.0856516976998904,0.0856516976998904,0.0
wilt,nn,fgm,968,2,1,1.0320247933884297,1.0,1.0,1.0,1.0,32.0,31.0,0.018209245921350464,4.130580026464068e-11,0.0127502205274089,0.0127502205274089,0.0127502205274089,0.8756378014237286,0.8756378013824228,0.9422456095041323,0.0,1.0,1.0,1.0,1.0,1.0,0.09410511363636363,0.0,0.0,0.0,0.0,1.0,1.0,0.9215844524793388,0.0,1.0,1.0,1.0,1.0,1.0,0.9772727272727273,0.0,1.0,1.0,1.0,1.0,1.0,0.00046370302548129463,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4488644887230295,0.4488644886817235,0.00046370302548129463,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.4488644887230295,0.4488644886817235,0.0649507119386637,0.0649507119386637,0.0649507119386637,0.0649507119386637,0.0649507119386637,0.0649507119386637,0.0
wilt,nn,org,968,2,0,22.77995867768595,1.0,12.0,31.5,32.0,32.0,31.0,0.03780248231427658,4.130580026464068e-11,4.936368842319937e-05,0.0007374262965716,0.005775428456277775,0.9999433952400676,0.9999433951987617,0.9062157145326567,0.03125,0.90625,0.96875,1.0,1.0,0.96875,0.9066578474151241,0.03125,0.90625,0.96875,1.0,1.0,0.96875,0.9023280339869254,0.03125,0.90625,0.96875,1.0,1.0,0.96875,0.983256102054529,0.6666666666666666,0.96875,1.0,1.0,1.0,0.33333333333333337,0.25340396364585066,4.1305960435927445e-11,4.1305960435927445e-11,0.2006223243127146,0.4488644887230295,1.0,0.999999999958694,0.23614489580501824,4.1305960435927445e-11,4.1305960435927445e-11,0.2006223243127146,0.44183886237189235,0.9709505944546688,0.9709505944133628,0.9069003285870756,0.9069003285870756,0.9069003285870756,0.9069003285870756,0.9069003285870756,0.9069003285870756,0.0
wilt,nn,pgd,968,2,1,1.0485537190082646,1.0,1.0,1.0,1.0,15.0,14.0,0.0003860825152114804,4.130580026464068e-11,4.130580026464068e-11,1.3843912538933706e-05,2.3112524000092606e-05,0.1718806393706292,0.1718806393293234,0.9431818181818182,0.0,1.0,1.0,1.0,1.0,1.0,0.3386707988980716,0.0,0.0,0.0,1.0,1.0,1.0,0.9409435261707989,0.0,1.0,1.0,1.0,1.0,1.0,0.9977617079889808,0.0,1.0,1.0,1.0,1.0,1.0,0.000671510807428944,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.6500224216483541,0.6500224216070482,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,4.1305960435927445e-11,0.0,0.17951807228915662,0.1795180722891566,0.1795180722891566,0.1795180722891566,0.1795180722891566,0.1795180722891566,0.0
